,open,high,low,close,adjclose,volume,ticker
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,365.4383544921875,53680500,SPY
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,365.9597473144531,49455300,SPY
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,367.8191223144531,78520700,SPY
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,362.8116760253906,110210800,SPY
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,365.31048583984375,66426200,SPY
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,367.4944763183594,107997700,SPY
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,372.95452880859375,68766800,SPY
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,375.0794982910156,71677200,SPY
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,372.5511474609375,51034700,SPY
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,372.6298522949219,52547700,SPY
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,373.63336181640625,45303600,SPY
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,372.3248596191406,49989100,SPY
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,369.6096496582031,107160000,SPY
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,372.5118103027344,51233300,SPY
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,377.6669006347656,61836100,SPY
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,378.01116943359375,47840100,SPY
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,376.6732177734375,52860500,SPY
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,378.15875244140625,70402000,SPY
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,377.5684814453125,42665300,SPY
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,368.3405456542969,123351100,SPY
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,371.50836181640625,94198100,SPY
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,364.0708923339844,126765100,SPY
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,370.13104248046875,75817600,SPY
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,375.36480712890625,64450700,SPY
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,375.6599426269531,52427100,SPY
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,379.9295654296875,47142600,SPY
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,381.4249267578125,48669800,SPY
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,384.1795654296875,38365200,SPY
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,383.92376708984375,35551100,SPY
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,383.7565002441406,59154400,SPY
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,384.37628173828125,42913300,SPY
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,386.2749938964844,50593300,SPY
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,385.9405517578125,50972400,SPY
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,386.0290832519531,52290600,SPY
2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,384.3861389160156,59712800,SPY
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,383.70733642578125,83241000,SPY
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,380.7559814453125,67414200,SPY
2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,381.21832275390625,107284100,SPY
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,385.4190979003906,72433900,SPY
2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,376.1321105957031,146670500,SPY
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,374.1940612792969,152701600,SPY
2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,383.2646179199219,105348800,SPY
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,380.2738952636719,79595300,SPY
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,375.2369079589844,119940200,SPY
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,370.5934143066406,183433000,SPY
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,377.41107177734375,152039600,SPY
2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,375.5320739746094,123149200,SPY
2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,380.89373779296875,113633600,SPY
2021-03-10,389.69000244140625,391.3999938964844,388.1700134277344,389.5799865722656,383.2646179199219,109899400,SPY
2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,387.15057373046875,86245000,SPY
2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,387.6719970703125,64653600,SPY
2021-03-15,394.3299865722656,396.69000244140625,392.0299987792969,396.4100036621094,389.98394775390625,73427200,SPY
2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,389.4920349121094,73722500,SPY
2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,390.8201599121094,97959300,SPY
2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,385.1338195800781,115349100,SPY
2021-03-19,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,384.4212341308594,113624500,SPY
2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,387.49078369140625,73778600,SPY
2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,384.44097900390625,90686600,SPY
2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,382.48663330078125,97588600,SPY
2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,384.6383972167969,116128600,SPY
2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,390.8368225097656,114409100,SPY
2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,390.639404296875,108107600,SPY
2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,389.60302734375,76262200,SPY
2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,391.1822204589844,112734200,SPY
2021-04-01,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,395.4066162109375,99682900,SPY
2021-04-05,403.4599914550781,406.94000244140625,403.3800048828125,406.3599853515625,401.0819396972656,91684800,SPY
2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,400.8450622558594,62021000,SPY
2021-04-07,405.94000244140625,406.9599914550781,405.45001220703125,406.5899963378906,401.3089294433594,55836300,SPY
2021-04-08,407.92999267578125,408.5799865722656,406.92999267578125,408.5199890136719,403.2138671875,57863100,SPY
2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,406.14532470703125,61104600,SPY
2021-04-12,410.8500061035156,411.92999267578125,410.20001220703125,411.6400146484375,406.29339599609375,56704900,SPY
2021-04-13,411.5299987792969,413.5299987792969,411.1199951171875,412.8599853515625,407.49749755859375,56551000,SPY
2021-04-14,412.8299865722656,413.9599914550781,410.8699951171875,411.45001220703125,406.1058654785156,61659900,SPY
2021-04-15,413.739990234375,416.1600036621094,413.69000244140625,415.8699951171875,410.46844482421875,60229800,SPY
2021-04-16,417.25,417.9100036621094,415.7300109863281,417.260009765625,411.8403625488281,82037300,SPY
2021-04-19,416.260009765625,416.739990234375,413.7900085449219,415.2099914550781,409.8169860839844,78498500,SPY
2021-04-20,413.9100036621094,415.0899963378906,410.5899963378906,412.1700134277344,406.8164978027344,81851800,SPY
2021-04-21,411.510009765625,416.2900085449219,411.3599853515625,416.07000732421875,410.6658020019531,66793000,SPY
2021-04-22,415.8900146484375,416.7799987792969,411.1300048828125,412.2699890136719,406.9151611328125,97582800,SPY
2021-04-23,412.8699951171875,418.25,412.7900085449219,416.739990234375,411.3271179199219,73209200,SPY
2021-04-26,417.44000244140625,418.2200012207031,416.80999755859375,417.6099853515625,412.185791015625,52182400,SPY
2021-04-27,417.92999267578125,418.1400146484375,416.29998779296875,417.5199890136719,412.0970153808594,51303100,SPY
2021-04-28,417.80999755859375,419.010009765625,416.8999938964844,417.3999938964844,411.9785461425781,51238900,SPY
2021-04-29,420.32000732421875,420.7200012207031,416.44000244140625,420.05999755859375,414.60400390625,78544300,SPY
2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,411.8798522949219,85527000,SPY
2021-05-03,419.42999267578125,419.8399963378906,417.6700134277344,418.20001220703125,412.7681884765625,68128300,SPY
2021-05-04,416.07000732421875,416.6000061035156,411.6700134277344,415.6199951171875,410.2216796875,101591200,SPY
2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,410.3500061035156,60162200,SPY
2021-05-06,415.8299865722656,419.2099914550781,413.67999267578125,419.07000732421875,413.6268615722656,74321400,SPY
2021-05-07,419.8900146484375,422.82000732421875,419.1600036621094,422.1199951171875,416.63726806640625,67733800,SPY
2021-05-10,422.5,422.739990234375,417.80999755859375,417.94000244140625,412.5115661621094,81852400,SPY
2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,408.8299865722656,116888000,SPY
2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,400.144287109375,134811000,SPY
2021-05-13,407.07000732421875,412.3500061035156,407.0199890136719,410.2799987792969,404.9510192871094,106394000,SPY
2021-05-14,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,411.169189453125,82201600,SPY
2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,410.12298583984375,65129200,SPY
2021-05-18,415.79998779296875,416.05999755859375,411.7699890136719,411.94000244140625,406.5895080566406,59810200,SPY
2021-05-19,406.9200134277344,411.04998779296875,405.3299865722656,410.8599853515625,405.5235290527344,106467100,SPY
2021-05-20,411.79998779296875,416.6300048828125,411.6700134277344,415.2799987792969,409.8861083984375,78022200,SPY
2021-05-21,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,409.550537109375,76578700,SPY
2021-05-24,417.3399963378906,420.32000732421875,417.0799865722656,419.1700134277344,413.7255859375,51376700,SPY
2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,412.8076477050781,57451400,SPY
2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.07000732421875,413.6268615722656,43088600,SPY
2021-05-27,420.1700134277344,420.7200012207031,418.989990234375,419.2900085449219,413.8440246582031,56707700,SPY
2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,414.5842590332031,58520200,SPY
2021-06-01,422.57000732421875,422.7200012207031,419.20001220703125,419.6700134277344,414.2191162109375,54216600,SPY
2021-06-02,420.3699951171875,421.2300109863281,419.2900085449219,420.3299865722656,414.8705139160156,49097100,SPY
2021-06-03,417.8500061035156,419.989990234375,416.2799987792969,418.7699890136719,413.3307800292969,58138800,SPY
2021-06-04,420.75,422.9200134277344,418.8399963378906,422.6000061035156,417.11102294921875,55938800,SPY
2021-06-07,422.5899963378906,422.7799987792969,421.19000244140625,422.19000244140625,416.70635986328125,51555000,SPY
2021-06-08,423.1099853515625,423.2099914550781,420.32000732421875,422.2799987792969,416.795166015625,47134300,SPY
2021-06-09,423.17999267578125,423.260009765625,421.4100036621094,421.6499938964844,416.17333984375,48436300,SPY
2021-06-10,422.9599914550781,424.6300048828125,421.54998779296875,423.6099853515625,418.1078796386719,51020100,SPY
2021-06-11,424.20001220703125,424.42999267578125,422.82000732421875,424.30999755859375,418.7987976074219,45570800,SPY
2021-06-14,424.42999267578125,425.3699951171875,423.1000061035156,425.260009765625,419.7364807128906,42358500,SPY
2021-06-15,425.4200134277344,425.4599914550781,423.5400085449219,424.4800109863281,418.96661376953125,51508500,SPY
2021-06-16,424.6300048828125,424.8699951171875,419.9200134277344,422.1099853515625,416.62738037109375,80386100,SPY
2021-06-17,421.6700134277344,423.0199890136719,419.32000732421875,421.9700012207031,416.4892272949219,90949700,SPY
2021-06-18,417.0899963378906,417.8299865722656,414.70001220703125,414.9200134277344,410.87060546875,118676300,SPY
2021-06-21,416.79998779296875,421.05999755859375,415.92999267578125,420.8599853515625,416.75262451171875,72822000,SPY
2021-06-22,420.8500061035156,424.0,420.0799865722656,423.1099853515625,418.98065185546875,57700300,SPY
2021-06-23,423.19000244140625,424.04998779296875,422.510009765625,422.6000061035156,418.47564697265625,49445400,SPY
2021-06-24,424.8900146484375,425.54998779296875,424.6199951171875,425.1000061035156,420.95123291015625,45110300,SPY
2021-06-25,425.8999938964844,427.0899963378906,425.54998779296875,426.6099853515625,422.44647216796875,58129500,SPY
2021-06-28,427.1700134277344,427.6499938964844,425.8900146484375,427.4700012207031,423.298095703125,53159600,SPY
2021-06-29,427.8800048828125,428.55999755859375,427.1300048828125,427.70001220703125,423.5258483886719,35970500,SPY
2021-06-30,427.2099914550781,428.7799987792969,427.17999267578125,428.05999755859375,423.8823547363281,64827900,SPY
2021-07-01,428.8699951171875,430.6000061035156,428.79998779296875,430.42999267578125,426.2292175292969,53441000,SPY
2021-07-02,431.6700134277344,434.1000061035156,430.5199890136719,433.7200012207031,429.4870910644531,57697700,SPY
2021-07-06,433.7799987792969,434.010009765625,430.010009765625,432.92999267578125,428.7048034667969,68710400,SPY
2021-07-07,433.6600036621094,434.760009765625,431.510009765625,434.4599914550781,430.2198791503906,63549500,SPY
2021-07-08,428.7799987792969,431.7300109863281,427.5199890136719,430.9200134277344,426.71441650390625,97595200,SPY
2021-07-09,432.5299987792969,435.8399963378906,430.7099914550781,435.5199890136719,431.26953125,76238600,SPY
2021-07-12,435.42999267578125,437.3500061035156,434.9700012207031,437.0799865722656,432.8143310546875,52889600,SPY
2021-07-13,436.239990234375,437.8399963378906,435.30999755859375,435.5899963378906,431.3388671875,52911300,SPY
2021-07-14,437.3999938964844,437.9200134277344,434.9100036621094,436.239990234375,431.9825134277344,64130400,SPY
2021-07-15,434.80999755859375,435.5299987792969,432.7200012207031,434.75,430.5070495605469,55126400,SPY
2021-07-16,436.010009765625,436.05999755859375,430.9200134277344,431.3399963378906,427.13031005859375,75874700,SPY
2021-07-19,426.19000244140625,431.4100036621094,421.9700012207031,424.9700012207031,420.822509765625,147987000,SPY
2021-07-20,425.67999267578125,432.4200134277344,424.8299865722656,431.05999755859375,426.8530578613281,99608200,SPY
2021-07-21,432.3399963378906,434.70001220703125,431.010009765625,434.54998779296875,430.30902099609375,64724400,SPY
2021-07-22,434.739990234375,435.7200012207031,433.69000244140625,435.4599914550781,431.2101135253906,47878500,SPY
2021-07-23,437.5199890136719,440.29998779296875,436.7900085449219,439.94000244140625,435.64642333984375,63766600,SPY
2021-07-26,439.30999755859375,441.0299987792969,439.260009765625,441.0199890136719,436.7158508300781,43719200,SPY
2021-07-27,439.9100036621094,439.94000244140625,435.989990234375,439.010009765625,434.7254943847656,67397100,SPY
2021-07-28,439.67999267578125,440.29998779296875,437.30999755859375,438.8299865722656,434.5472412109375,52472400,SPY
2021-07-29,439.82000732421875,441.79998779296875,439.80999755859375,440.6499938964844,436.3494873046875,47435300,SPY
2021-07-30,437.9100036621094,440.05999755859375,437.7699890136719,438.510009765625,434.2303466796875,68951200,SPY
2021-08-02,440.3399963378906,440.92999267578125,437.2099914550781,437.5899963378906,433.3193359375,58783300,SPY
2021-08-03,438.44000244140625,441.2799987792969,436.1000061035156,441.1499938964844,436.8445739746094,58053900,SPY
2021-08-04,439.7799987792969,441.1199951171875,438.7300109863281,438.9800109863281,434.69580078125,46732200,SPY
2021-08-05,440.2200012207031,441.8500061035156,439.8800048828125,441.760009765625,437.44866943359375,38969700,SPY
2021-08-06,442.1000061035156,442.94000244140625,441.79998779296875,442.489990234375,438.1715087890625,46930000,SPY
2021-08-09,442.4599914550781,442.79998779296875,441.30999755859375,442.1300048828125,437.81500244140625,41222600,SPY
2021-08-10,442.6099853515625,443.44000244140625,441.8800048828125,442.67999267578125,438.3596496582031,43339300,SPY
2021-08-11,443.82000732421875,443.8800048828125,442.6199951171875,443.7799987792969,439.4489440917969,44034300,SPY
2021-08-12,443.6199951171875,445.260009765625,442.6600036621094,445.1099853515625,440.7659606933594,38909400,SPY
2021-08-13,445.5899963378906,445.94000244140625,445.07000732421875,445.9200134277344,441.56805419921875,39470300,SPY
2021-08-16,444.5299987792969,447.1099853515625,442.8699951171875,446.9700012207031,442.6078186035156,73740000,SPY
2021-08-17,444.239990234375,444.9599914550781,440.8500061035156,444.0400085449219,439.7064208984375,92673900,SPY
2021-08-18,442.9599914550781,444.6300048828125,438.9200134277344,439.17999267578125,434.8938293457031,89351900,SPY
2021-08-19,436.2699890136719,441.1400146484375,436.1199951171875,439.8599853515625,435.5671691894531,92812200,SPY
2021-08-20,440.2300109863281,443.7099914550781,439.7099914550781,443.3599853515625,439.03302001953125,72008700,SPY
2021-08-23,445.1600036621094,448.2300109863281,443.44000244140625,447.260009765625,442.8949890136719,54973000,SPY
2021-08-24,447.9700012207031,448.5400085449219,447.4200134277344,447.9700012207031,443.5980529785156,38744700,SPY
2021-08-25,448.1700134277344,449.4599914550781,447.7699890136719,448.9100036621094,444.52886962890625,40529700,SPY
2021-08-26,448.6099853515625,448.8599853515625,446.1600036621094,446.260009765625,441.90472412109375,57829600,SPY
2021-08-27,447.1199951171875,450.6499938964844,447.05999755859375,450.25,445.8558044433594,77235100,SPY
2021-08-30,450.9700012207031,453.07000732421875,450.7099914550781,452.2300109863281,447.8164367675781,48357400,SPY
2021-08-31,452.1300048828125,452.489990234375,450.9200134277344,451.55999755859375,447.15301513671875,59300200,SPY
2021-09-01,452.55999755859375,453.1099853515625,451.54998779296875,451.79998779296875,447.3906555175781,48721400,SPY
2021-09-02,453.32000732421875,454.04998779296875,451.9100036621094,453.19000244140625,448.7671203613281,42501000,SPY
2021-09-03,451.9800109863281,453.6300048828125,451.54998779296875,453.0799865722656,448.6581726074219,47170500,SPY
2021-09-07,452.7099914550781,452.80999755859375,450.739990234375,451.4599914550781,447.053955078125,51671500,SPY
2021-09-08,450.8900146484375,451.6700134277344,448.8599853515625,450.9100036621094,446.50933837890625,56181900,SPY
2021-09-09,450.70001220703125,452.57000732421875,448.7200012207031,448.9800109863281,444.59820556640625,57970400,SPY
2021-09-10,451.0400085449219,451.489990234375,445.30999755859375,445.44000244140625,441.0927429199219,89948200,SPY
2021-09-13,448.6400146484375,448.9200134277344,444.1099853515625,446.5799865722656,442.22161865234375,83738600,SPY
2021-09-14,448.1199951171875,448.3399963378906,443.2200012207031,444.1700134277344,439.83514404296875,78197100,SPY
2021-09-15,444.6199951171875,448.4100036621094,443.44000244140625,447.8800048828125,443.5089416503906,78792200,SPY
2021-09-16,447.32000732421875,448.3599853515625,444.0199890136719,447.1700134277344,442.80584716796875,77786700,SPY
2021-09-17,444.9200134277344,445.3699951171875,441.0199890136719,441.3999938964844,438.492431640625,118425000,SPY
2021-09-20,434.8800048828125,436.55999755859375,428.8599853515625,434.0400085449219,431.1809387207031,166445500,SPY
2021-09-21,436.5299987792969,437.9100036621094,433.07000732421875,433.6300048828125,430.7736511230469,92526100,SPY
2021-09-22,436.04998779296875,440.0299987792969,433.75,437.8599853515625,434.9757385253906,102350100,SPY
2021-09-23,439.8500061035156,444.8900146484375,439.6000061035156,443.17999267578125,440.2607116699219,76396000,SPY
2021-09-24,441.44000244140625,444.6700134277344,441.2099914550781,443.9100036621094,440.9859313964844,62094800,SPY
2021-09-27,442.80999755859375,444.04998779296875,441.8999938964844,442.6400146484375,439.72430419921875,61371100,SPY
2021-09-28,439.69000244140625,440.0400085449219,432.94000244140625,433.7200012207031,430.863037109375,130436300,SPY
2021-09-29,435.19000244140625,437.0400085449219,433.8500061035156,434.45001220703125,431.5882263183594,82329200,SPY
2021-09-30,436.0199890136719,436.7699890136719,428.7799987792969,429.1400146484375,426.313232421875,140506000,SPY
2021-10-01,430.9800109863281,436.0299987792969,427.2300109863281,434.239990234375,431.379638671875,129240100,SPY
2021-10-04,433.0,433.9599914550781,426.3599853515625,428.6400146484375,425.8165283203125,128570000,SPY
2021-10-05,430.239990234375,435.489990234375,429.3900146484375,433.1000061035156,430.24713134765625,90682500,SPY
2021-10-06,429.2699890136719,435.1199951171875,427.5400085449219,434.8999938964844,432.0352783203125,113032200,SPY
2021-10-07,438.3900146484375,441.67999267578125,438.20001220703125,438.6600036621094,435.7705078125,72437500,SPY
2021-10-08,439.4800109863281,439.8900146484375,437.19000244140625,437.8599853515625,434.9757385253906,74557400,SPY
2021-10-11,437.1600036621094,440.260009765625,434.6199951171875,434.69000244140625,431.82666015625,65233300,SPY
2021-10-12,435.6700134277344,436.1000061035156,432.7799987792969,433.6199951171875,430.7637023925781,71181200,SPY
2021-10-13,434.7099914550781,436.04998779296875,431.5400085449219,435.17999267578125,432.31341552734375,72974000,SPY
2021-10-14,439.0799865722656,442.6600036621094,438.5799865722656,442.5,439.585205078125,70236800,SPY
2021-10-15,444.75,446.260009765625,444.0899963378906,445.8699951171875,442.9329833984375,66260200,SPY
2021-10-18,443.9700012207031,447.54998779296875,443.2699890136719,447.19000244140625,444.24432373046875,62213200,SPY
2021-10-19,448.9200134277344,450.7099914550781,448.2699890136719,450.6400146484375,447.6716003417969,46996800,SPY
2021-10-20,451.1300048828125,452.7300109863281,451.010009765625,452.4100036621094,449.429931640625,49571600,SPY
2021-10-21,451.7699890136719,453.8299865722656,451.30999755859375,453.5899963378906,450.6021728515625,41305400,SPY
2021-10-22,453.1300048828125,454.6700134277344,451.04998779296875,453.1199951171875,450.13525390625,58845100,SPY
2021-10-25,454.2799987792969,455.8999938964844,452.3900146484375,455.54998779296875,452.54925537109375,45214500,SPY
2021-10-26,457.20001220703125,458.489990234375,455.55999755859375,455.9599914550781,452.95654296875,56075100,SPY
2021-10-27,456.45001220703125,457.1600036621094,453.8599853515625,453.94000244140625,450.9498596191406,72438000,SPY
2021-10-28,455.4599914550781,458.3999938964844,455.45001220703125,458.32000732421875,455.3009948730469,51437900,SPY
2021-10-29,455.8699951171875,459.55999755859375,455.55999755859375,459.25,456.224853515625,70162400,SPY
2021-11-01,460.29998779296875,460.70001220703125,458.20001220703125,460.0400085449219,457.0096740722656,48433600,SPY
2021-11-02,460.2200012207031,462.2300109863281,460.0799865722656,461.8999938964844,458.8573913574219,48908400,SPY
2021-11-03,461.29998779296875,465.1499938964844,460.8299865722656,464.7200012207031,461.6588439941406,52509800,SPY
2021-11-04,465.3599853515625,467.0,464.989990234375,466.9100036621094,463.8344421386719,52847100,SPY
2021-11-05,469.2799987792969,470.6499938964844,466.9200134277344,468.5299987792969,465.4437561035156,66390600,SPY
2021-11-08,469.70001220703125,470.2300109863281,468.20001220703125,468.92999267578125,465.8410949707031,50405200,SPY
2021-11-09,469.32000732421875,469.57000732421875,465.8800048828125,467.3800048828125,464.30133056640625,51149100,SPY
2021-11-10,465.5799865722656,467.3800048828125,462.0400085449219,463.6199951171875,460.5660705566406,69429700,SPY
2021-11-11,465.2099914550781,465.2900085449219,463.75,463.7699890136719,460.715087890625,34848500,SPY
2021-11-12,465.1199951171875,467.8599853515625,464.1099853515625,467.2699890136719,464.1920166015625,53466700,SPY
2021-11-15,468.6400146484375,468.80999755859375,466.2300109863281,467.42999267578125,464.3509826660156,46980500,SPY
2021-11-16,467.1499938964844,470.489990234375,467.07000732421875,469.2799987792969,466.1888122558594,48857500,SPY
2021-11-17,469.0,469.19000244140625,467.4800109863281,468.1400146484375,465.05633544921875,47858300,SPY
2021-11-18,469.239990234375,470.010009765625,466.3399963378906,469.7300109863281,466.6358642578125,50625600,SPY
2021-11-19,469.6099853515625,470.94000244140625,468.5,468.8900146484375,465.8013916015625,57315600,SPY
2021-11-22,470.8900146484375,473.5400085449219,467.3500061035156,467.57000732421875,464.4900817871094,72762000,SPY
2021-11-23,467.2200012207031,469.1000061035156,464.45001220703125,468.19000244140625,465.1059875488281,73206500,SPY
2021-11-24,466.05999755859375,469.57000732421875,465.19000244140625,469.44000244140625,466.3477478027344,61858800,SPY
2021-11-26,462.3399963378906,463.8999938964844,457.7699890136719,458.9700012207031,455.9467468261719,112669600,SPY
2021-11-29,464.07000732421875,466.55999755859375,461.7300109863281,464.6000061035156,461.5396423339844,86268800,SPY
2021-11-30,462.0,464.0299987792969,455.29998779296875,455.55999755859375,452.5592041015625,148559600,SPY
2021-12-01,461.6400146484375,464.6700134277344,450.2900085449219,450.5,447.5325012207031,131939200,SPY
2021-12-02,450.7300109863281,459.07000732421875,450.30999755859375,457.3999938964844,454.3870544433594,127637800,SPY
2021-12-03,459.1700134277344,460.29998779296875,448.9200134277344,453.4200134277344,450.43328857421875,137331600,SPY
2021-12-06,456.1300048828125,460.7900085449219,453.55999755859375,458.7900085449219,455.7679138183594,98977500,SPY
2021-12-07,464.4100036621094,468.8800048828125,458.6499938964844,468.2799987792969,465.1954040527344,95484700,SPY
2021-12-08,468.70001220703125,470.0,466.8299865722656,469.5199890136719,466.4272155761719,72238800,SPY
2021-12-09,468.1499938964844,469.6300048828125,466.1400146484375,466.3500061035156,463.2781066894531,61272600,SPY
2021-12-10,469.2300109863281,470.8999938964844,466.510009765625,470.739990234375,467.63916015625,77159800,SPY
2021-12-13,470.19000244140625,470.55999755859375,466.2699890136719,466.57000732421875,463.4966735839844,87724700,SPY
2021-12-14,463.0899963378906,465.739990234375,460.25,463.3599853515625,460.30780029296875,97264100,SPY
2021-12-15,463.4200134277344,470.8599853515625,460.739990234375,470.6000061035156,467.5001220703125,116899300,SPY
2021-12-16,472.57000732421875,472.8699951171875,464.79998779296875,466.45001220703125,463.37744140625,116568600,SPY
2021-12-17,461.54998779296875,464.739990234375,458.05999755859375,459.8699951171875,458.4457702636719,135511600,SPY
2021-12-20,454.4800109863281,455.3999938964844,451.1400146484375,454.9800109863281,453.5709533691406,107134800,SPY
2021-12-21,458.6099853515625,463.2099914550781,456.30999755859375,463.05999755859375,461.62591552734375,69806300,SPY
2021-12-22,462.7900085449219,467.80999755859375,462.5799865722656,467.69000244140625,466.2415771484375,58890200,SPY
2021-12-23,468.75,472.19000244140625,468.6400146484375,470.6000061035156,469.1425476074219,56439700,SPY
2021-12-27,472.05999755859375,477.30999755859375,472.010009765625,477.260009765625,475.78192138671875,56808600,SPY
2021-12-28,477.7200012207031,478.80999755859375,476.05999755859375,476.8699951171875,475.39312744140625,47274600,SPY
2021-12-29,476.9800109863281,478.55999755859375,475.9200134277344,477.4800109863281,476.0012512207031,54503000,SPY
2021-12-30,477.92999267578125,479.0,475.6700134277344,476.1600036621094,474.6853332519531,55329000,SPY
2021-12-31,475.6400146484375,476.8599853515625,474.6700134277344,474.9599914550781,473.4890441894531,65237400,SPY
2022-01-03,476.29998779296875,477.8500061035156,473.8500061035156,477.7099914550781,476.23052978515625,72668200,SPY
